Brand,Gender,Klasman,SubCategory,Line,Season,ListPrice,DiscountRate,Stock_Level,TVALL_Sales_Qty,Channel,Margin,Sell_Through
Kinetix,Erkek,Alt Giyim,Tayt,Line,FW23,1004.2589999999999,0.19125,49.0,1515,0,0.3224407141835733,0.7959238663449177
Kinetix,Erkek,Alt Giyim,Tayt,Line,FW24,1004.67,0.18,49.857142857142854,2687,0,0.3090900558288846,0.8173838241769169
Kinetix,Erkek,Alt Giyim,Tayt,Line,FW25,979.953,0.22,50.125,1521,0,0.3498312771294524,0.7756385717943224
Kinetix,Erkek,Üst Giyim,Mont,Basic,FW22,795.135,0.21500000000000002,52.25,917,0,0.34149076887375357,0.7662145960419194
Kinetix,Erkek,Üst Giyim,Mont,Basic,FW23,825.8299999999999,0.20857142857142857,48.92857142857143,2976,0,0.3273385975336362,0.8017076208744013
Kinetix,Erkek,Üst Giyim,Mont,Basic,FW24,829.3927272727273,0.24727272727272728,50.63636363636363,2388,0,0.38481937237283576,0.74563770305686
Kinetix,Erkek,Üst Giyim,Mont,Basic,FW25,773.4363636363636,0.2509090909090909,49.0,2596,0,0.3977652604285255,0.7457087435557408
Kinetix,Erkek,Üst Giyim,Mont,Line,FW22,1024.6799999999998,0.17750000000000002,46.5,1069,0,0.35442034431459235,0.8339686641478252
Kinetix,Erkek,Üst Giyim,Mont,Line,FW23,946.8774545454544,0.28090909090909094,48.72727272727273,1660,0,0.42387650405276306,0.7425602982420673
Kinetix,Erkek,Üst Giyim,Mont,Line,FW24,960.3312000000001,0.253,47.2,1570,0,0.2929155442933247,0.8333156250454606
Kinetix,Erkek,Üst Giyim,Mont,Line,FW25,1043.7338181818182,0.26545454545454544,46.0,1796,0,0.3403170270360141,0.8231295646426976
Kinetix,Erkek,Üst Giyim,Polar,Basic,FW22,802.347,0.23000000000000004,55.9,2897,0,0.31415888396985975,0.7137096635604702
Kinetix,Erkek,Üst Giyim,Polar,Basic,FW23,857.798,0.233,49.8,2748,0,0.25667316914634697,0.7661217673832172
Kinetix,Erkek,Üst Giyim,Polar,Basic,FW24,816.42875,0.24000000000000002,58.875,2269,0,0.34586596570786504,0.8597054701523686
Kinetix,Erkek,Üst Giyim,Polar,Basic,FW25,810.8916666666668,0.18333333333333335,48.916666666666664,3124,0,0.3439126245808358,0.750941723443016
Kinetix,Erkek,Üst Giyim,Polar,Line,FW22,1077.5171999999998,0.217,46.6,1803,0,0.42567248716210654,0.7767797868845306
Kinetix,Erkek,Üst Giyim,Polar,Line,FW23,983.1904615384615,0.24384615384615385,54.23076923076923,2580,0,0.38154058422773884,0.8231030446625949
Kinetix,Erkek,Üst Giyim,Polar,Line,FW24,1066.5224999999998,0.22625,46.5,1373,0,0.2987906587835397,0.8391695254641298
Kinetix,Erkek,Üst Giyim,Polar,Line,FW25,967.5333333333333,0.1988888888888889,50.44444444444444,1621,0,0.4427046283167094,0.7874230556977753
Kinetix,Erkek,Üst Giyim,Sweatshirt,Basic,FW22,825.3436363636364,0.24363636363636365,49.81818181818182,3742,0,0.41105168477626763,0.770124490265418
Kinetix,Erkek,Üst Giyim,Sweatshirt,Basic,FW23,905.4399999999999,0.236,42.3,3199,0,0.3791048851734308,0.8711184930849254
Kinetix,Erkek,Üst Giyim,Sweatshirt,Basic,FW24,819.0200000000001,0.2671428571428572,50.42857142857143,2573,0,0.3386757950575084,0.886944983189879
Kinetix,Erkek,Üst Giyim,Sweatshirt,Basic,FW25,894.4425,0.24,49.833333333333336,4048,0,0.302028038163826,0.8489429025390898
Kinetix,Erkek,Üst Giyim,Sweatshirt,Line,FW22,1027.3292307692307,0.22923076923076924,49.61538461538461,2897,0,0.3313896611964473,0.8042659071282513
Kinetix,Erkek,Üst Giyim,Sweatshirt,Line,FW23,1025.5665,0.20125,51.5,1694,0,0.4044374309852093,0.7595867139179537
Kinetix,Erkek,Üst Giyim,Sweatshirt,Line,FW24,1000.0973333333332,0.26,46.22222222222222,2064,0,0.44422931529673043,0.7584777796721718
Kinetix,Erkek,Üst Giyim,Sweatshirt,Line,FW25,1024.9740000000002,0.16699999999999998,50.6,1928,0,0.42716217641360943,0.8261257052632879
Kinetix,Erkek,Üst Giyim,T-shirt,Basic,FW22,890.847,0.254,49.3,3684,0,0.3255575289106863,0.8209199110444342
Kinetix,Erkek,Üst Giyim,T-shirt,Basic,FW23,818.9933333333333,0.188,51.266666666666666,5285,0,0.29401912833554944,0.8700799296473215
Kinetix,Erkek,Üst Giyim,T-shirt,Basic,FW24,855.1485714285715,0.20285714285714285,48.57142857142857,2448,0,0.35704431234556017,0.832522504626807
Kinetix,Erkek,Üst Giyim,T-shirt,Basic,FW25,828.8687500000001,0.24375,51.0,2917,0,0.2615780317218574,0.7248459849120091
Kinetix,Erkek,Üst Giyim,T-shirt,Line,FW22,1022.1839999999999,0.25846153846153846,48.61538461538461,3239,0,0.36615838570923903,0.852597380886146
Kinetix,Erkek,Üst Giyim,T-shirt,Line,FW23,955.3148571428571,0.23714285714285713,50.0,1710,0,0.34261987068506655,0.7500969686342794
Kinetix,Erkek,Üst Giyim,T-shirt,Line,FW24,1027.56,0.29444444444444445,52.77777777777778,2322,0,0.32669817490658787,0.7808014364023824
Kinetix,Erkek,Üst Giyim,T-shirt,Line,FW25,1027.9516363636362,0.21909090909090911,49.54545454545455,2660,0,0.27026484663666017,0.8125100103125847
Kinetix,Kadın,Alt Giyim,Eşofman,Basic,FW22,873.8925,0.27125,54.5625,4068,0,0.3756800053284858,0.8997833744891983
Kinetix,Kadın,Alt Giyim,Eşofman,Basic,FW23,786.6144444444444,0.23111111111111113,48.44444444444444,2414,0,0.3233649580169044,0.95
Kinetix,Kadın,Alt Giyim,Eşofman,Basic,FW24,863.94,0.23333333333333334,51.77777777777778,2197,0,0.29150415821448555,0.8303361529568092
Kinetix,Kadın,Alt Giyim,Eşofman,Basic,FW25,883.6783333333333,0.22,54.166666666666664,1449,0,0.25,0.7908401690639807
Kinetix,Kadın,Alt Giyim,Eşofman,Line,FW22,1052.0233846153847,0.2107692307692308,51.15384615384615,2150,0,0.34862425474746817,0.8267252824240275
Kinetix,Kadın,Alt Giyim,Eşofman,Line,FW23,1067.4933333333333,0.22666666666666668,53.77777777777778,1422,0,0.43861257983348717,0.8443827712936919
Kinetix,Kadın,Alt Giyim,Eşofman,Line,FW24,954.0065454545454,0.20363636363636364,54.09090909090909,1802,0,0.4330629607273935,0.7839666187221405
Kinetix,Kadın,Alt Giyim,Eşofman,Line,FW25,1049.8457142857142,0.23857142857142857,44.57142857142857,1180,0,0.3271451871706864,0.8897605677956162
Kinetix,Kadın,Alt Giyim,Tayt,Basic,FW22,812.42625,0.14125000000000001,44.25,2145,0,0.31988939698191093,0.8115035379595702
Kinetix,Kadın,Alt Giyim,Tayt,Basic,FW23,851.0385714285715,0.19285714285714287,54.285714285714285,2047,0,0.3734387128037512,0.8248871544545697
Kinetix,Kadın,Alt Giyim,Tayt,Basic,FW24,840.196,0.20199999999999999,46.0,4395,0,0.3000807280405854,0.8332962126027231
Kinetix,Kadın,Alt Giyim,Tayt,Basic,FW25,875.043,0.233,47.7,3126,0,0.36508959499097327,0.8210793305307228
Kinetix,Kadın,Alt Giyim,Tayt,Line,FW22,990.7265454545454,0.2127272727272727,45.81818181818182,2238,0,0.3883040139192345,0.8419470250234806
Kinetix,Kadın,Alt Giyim,Tayt,Line,FW23,1051.4476363636363,0.21818181818181817,44.18181818181818,2131,0,0.41134666119421537,0.7691373406726539
Kinetix,Kadın,Alt Giyim,Tayt,Line,FW24,989.6952000000001,0.22400000000000003,50.2,1887,0,0.34499229617600236,0.7720849123026985
Kinetix,Kadın,Alt Giyim,Tayt,Line,FW25,1014.0165,0.1875,47.25,1450,0,0.3398163124911517,0.7449922883514153
Kinetix,Kadın,Üst Giyim,Mont,Basic,FW22,798.3342857142858,0.20142857142857146,47.92857142857143,3026,0,0.30610087066217195,0.8219750615310114
Kinetix,Kadın,Üst Giyim,Mont,Basic,FW23,799.587,0.215,48.5,2234,0,0.30865598229800695,0.8389468251756057
Kinetix,Kadın,Üst Giyim,Mont,Basic,FW24,905.0914285714285,0.2785714285714286,48.142857142857146,1654,0,0.3386760554049236,0.8228886433075944
Kinetix,Kadın,Üst Giyim,Mont,Basic,FW25,921.451111111111,0.21666666666666667,50.111111111111114,1948,0,0.3683682753408089,0.8837246216673769
Kinetix,Kadın,Üst Giyim,Mont,Line,FW22,975.344,0.17333333333333334,49.0,764,0,0.39567923131166244,0.7997201990585477
Kinetix,Kadın,Üst Giyim,Mont,Line,FW23,1010.3969999999999,0.20583333333333334,45.333333333333336,1605,0,0.3098410524659827,0.8334370827796257
Kinetix,Kadın,Üst Giyim,Mont,Line,FW24,1031.569714285714,0.25142857142857145,49.0,1003,0,0.42463442844797605,0.7454149561930343
Kinetix,Kadın,Üst Giyim,Mont,Line,FW25,1073.0503999999999,0.16133333333333333,44.8,1904,0,0.33644381994787154,0.78064501487628
Kinetix,Kadın,Üst Giyim,Polar,Basic,FW22,886.6722222222222,0.2511111111111111,51.666666666666664,2456,0,0.34893163528257815,0.834776887878289
Kinetix,Kadın,Üst Giyim,Polar,Basic,FW23,848.2772727272727,0.23363636363636361,48.0,3068,0,0.3126394160426088,0.8424551055371572
Kinetix,Kadın,Üst Giyim,Polar,Basic,FW24,807.5581818181818,0.25272727272727274,51.63636363636363,3292,0,0.25,0.785301652616791
Kinetix,Kadın,Üst Giyim,Polar,Basic,FW25,844.8466666666667,0.24444444444444446,49.888888888888886,2502,0,0.39420226981805245,0.7964200374070967
Kinetix,Kadın,Üst Giyim,Polar,Line,FW22,980.5753846153845,0.21384615384615385,52.53846153846154,2416,0,0.3868421948546216,0.7241063126659596
Kinetix,Kadın,Üst Giyim,Polar,Line,FW23,968.0666666666666,0.17,46.0,1576,0,0.3359336221440893,0.7821485399596696
Kinetix,Kadın,Üst Giyim,Polar,Line,FW24,994.2479999999999,0.22714285714285712,47.857142857142854,1300,0,0.35334953586124357,0.8445191581759893
Kinetix,Kadın,Üst Giyim,Polar,Line,FW25,1028.8101818181817,0.2863636363636364,52.0,2164,0,0.375796960885205,0.8287602508053283
Kinetix,Kadın,Üst Giyim,Sweatshirt,Basic,FW22,823.0466666666666,0.20000000000000004,51.833333333333336,1866,0,0.27187270715567285,0.8250332860690606
Kinetix,Kadın,Üst Giyim,Sweatshirt,Basic,FW23,856.6912500000001,0.2175,46.625,2469,0,0.32354736613268525,0.8024886843590481
Kinetix,Kadın,Üst Giyim,Sweatshirt,Basic,FW24,842.3164705882352,0.22058823529411764,53.05882352941177,5451,0,0.38971323398109137,0.8003531579314088
Kinetix,Kadın,Üst Giyim,Sweatshirt,Basic,FW25,880.5744444444445,0.2777777777777778,47.44444444444444,3032,0,0.2872855288415375,0.7669839430263277
Kinetix,Kadın,Üst Giyim,Sweatshirt,Line,FW22,1025.392,0.24166666666666667,51.416666666666664,2597,0,0.36467789660833144,0.8349414210101268
Kinetix,Kadın,Üst Giyim,Sweatshirt,Line,FW23,994.026,0.21,45.166666666666664,1340,0,0.28217090976882975,0.8210486472194696
Kinetix,Kadın,Üst Giyim,Sweatshirt,Line,FW24,929.687,0.23750000000000002,42.666666666666664,2711,0,0.3733214991216763,0.82460094239964
Kinetix,Kadın,Üst Giyim,Sweatshirt,Line,FW25,982.8168,0.217,51.5,2192,0,0.3482179258851258,0.773698257866621
Kinetix,Kadın,Üst Giyim,T-shirt,Basic,FW22,849.963076923077,0.17461538461538462,50.69230769230769,4263,0,0.2692434092047245,0.6923328540064378
Kinetix,Kadın,Üst Giyim,T-shirt,Basic,FW23,852.66,0.24083333333333334,49.916666666666664,4440,0,0.40823696772285856,0.8548576355876848
Kinetix,Kadın,Üst Giyim,T-shirt,Basic,FW24,871.3642857142858,0.19,48.285714285714285,2287,0,0.3132704211600975,0.7760581271995798
Kinetix,Kadın,Üst Giyim,T-shirt,Basic,FW25,850.85625,0.23375,51.25,2910,0,0.30948737814928096,0.756861211797844
Kinetix,Kadın,Üst Giyim,T-shirt,Line,FW22,996.1879999999999,0.18333333333333335,52.666666666666664,2027,0,0.36002845986154713,0.8346739455956997
Kinetix,Kadın,Üst Giyim,T-shirt,Line,FW23,932.7739999999999,0.2141666666666667,49.916666666666664,2902,0,0.4074318674714357,0.7803993680040435
Kinetix,Kadın,Üst Giyim,T-shirt,Line,FW24,966.1775999999999,0.211,48.5,2378,0,0.2992089090510801,0.8529968192023312
Kinetix,Kadın,Üst Giyim,T-shirt,Line,FW25,989.0813333333333,0.29555555555555557,49.666666666666664,2320,0,0.3530839924923986,0.8308502974788349
Lotto,Erkek,Alt Giyim,Eşofman,Basic,FW22,896.33875,0.1875,52.125,1644,0,0.37144082501652864,0.8341784661600239
Lotto,Erkek,Alt Giyim,Eşofman,Basic,FW23,941.506,0.185,50.1,1969,0,0.38465528036315716,0.7317022144399733
Lotto,Erkek,Alt Giyim,Eşofman,Basic,FW24,928.286153846154,0.2469230769230769,48.23076923076923,2746,0,0.3588220777638612,0.8605971992693201
Lotto,Erkek,Alt Giyim,Eşofman,Basic,FW25,1010.3444444444444,0.2111111111111111,49.44444444444444,1669,0,0.33164860804583385,0.8130625265616929
Lotto,Erkek,Alt Giyim,Eşofman,Line,FW22,1121.6626666666666,0.17888888888888888,47.666666666666664,1123,0,0.308620488967564,0.7815361430376899
Lotto,Erkek,Alt Giyim,Eşofman,Line,FW23,1107.909,0.2525,47.0,1850,0,0.3543071941523187,0.8071694233671126
Lotto,Erkek,Alt Giyim,Eşofman,Line,FW24,1082.34,0.25125,52.0,1319,0,0.29639304940071964,0.711188238355084
Lotto,Erkek,Alt Giyim,Eşofman,Line,FW25,1084.9592727272727,0.21363636363636365,53.63636363636363,1518,0,0.25,0.8204326405740336
Lotto,Erkek,Alt Giyim,Tayt,Basic,FW22,962.1776923076923,0.24000000000000002,51.61538461538461,3422,0,0.3718279902078834,0.7485314245908965
Lotto,Erkek,Alt Giyim,Tayt,Basic,FW23,948.5969230769231,0.20923076923076925,48.92307692307692,3329,0,0.39519674205430977,0.7323664857078234
Lotto,Erkek,Alt Giyim,Tayt,Basic,FW24,950.1925,0.3025,48.0,1086,0,0.25,0.7238820406891054
Lotto,Erkek,Alt Giyim,Tayt,Basic,FW25,960.415,0.22400000000000003,56.0,2509,0,0.2995134647645031,0.8556344187494963
Lotto,Erkek,Alt Giyim,Tayt,Line,FW22,1150.7022857142856,0.26,53.714285714285715,1291,0,0.3809577130502599,0.7685368303153606
Lotto,Erkek,Alt Giyim,Tayt,Line,FW23,1064.9669999999999,0.20500000000000002,53.25,1257,0,0.45,0.876686385495825
Lotto,Erkek,Alt Giyim,Tayt,Line,FW24,1099.9134545454544,0.1781818181818182,47.27272727272727,1808,0,0.3510396853837704,0.7732099268473851
Lotto,Erkek,Alt Giyim,Tayt,Line,FW25,1159.9285714285713,0.23357142857142857,50.357142857142854,2429,0,0.31359985293854326,0.7146321021203527
Lotto,Erkek,Üst Giyim,Mont,Basic,FW22,971.3858333333333,0.21416666666666664,46.25,2250,0,0.34085517794475795,0.7441737780025671
Lotto,Erkek,Üst Giyim,Mont,Basic,FW23,840.8433333333332,0.23333333333333336,43.0,628,0,0.41874382095740925,0.861790581000347
Lotto,Erkek,Üst Giyim,Mont,Basic,FW24,960.1745454545454,0.30272727272727273,49.54545454545455,2295,0,0.3177017910437732,0.7922050911031666
Lotto,Erkek,Üst Giyim,Mont,Basic,FW25,951.1921428571429,0.26785714285714285,52.357142857142854,2815,0,0.3100403996674873,0.77258563517547
Lotto,Erkek,Üst Giyim,Mont,Line,FW22,1097.8425,0.23375,51.125,1067,0,0.3258628238908984,0.8080009112926394
Lotto,Erkek,Üst Giyim,Mont,Line,FW23,1073.6584,0.2653333333333333,50.266666666666666,1974,0,0.30233356958706437,0.8250891368083773
Lotto,Erkek,Üst Giyim,Mont,Line,FW24,1246.7485714285713,0.27999999999999997,47.857142857142854,888,0,0.35613351579973973,0.8558699407951231
Lotto,Erkek,Üst Giyim,Mont,Line,FW25,1195.56,0.174,53.7,1115,0,0.431233922923478,0.8724249614946463
Lotto,Erkek,Üst Giyim,Polar,Basic,FW22,909.2825,0.28,49.0,1968,0,0.36615396365580144,0.7820115677105458
Lotto,Erkek,Üst Giyim,Polar,Basic,FW23,875.295,0.25666666666666665,52.0,1609,0,0.3373823248936856,0.7336976156958981
Lotto,Erkek,Üst Giyim,Polar,Basic,FW24,942.4654545454545,0.21636363636363634,46.90909090909091,2488,0,0.3354094365542228,0.7793267419438362
Lotto,Erkek,Üst Giyim,Polar,Basic,FW25,957.2626666666666,0.22933333333333333,47.2,3611,0,0.2718404595651671,0.8130140253291444
Lotto,Erkek,Üst Giyim,Polar,Line,FW22,1069.902,0.197,50.7,1507,0,0.39415548885735796,0.7518120536894695
Lotto,Erkek,Üst Giyim,Polar,Line,FW23,1071.480923076923,0.22076923076923077,47.53846153846154,2029,0,0.34610814014935987,0.752142454255248
Lotto,Erkek,Üst Giyim,Polar,Line,FW24,1028.214,0.18333333333333335,53.5,964,0,0.3409760043204687,0.8171893940774944
Lotto,Erkek,Üst Giyim,Polar,Line,FW25,1213.1061818181818,0.20272727272727273,51.63636363636363,1588,0,0.45,0.7975673824214775
Lotto,Erkek,Üst Giyim,Sweatshirt,Basic,FW22,939.396875,0.18937500000000002,51.6875,4225,0,0.3649376454182843,0.8016398497705793
Lotto,Erkek,Üst Giyim,Sweatshirt,Basic,FW23,956.2166666666667,0.19499999999999998,52.666666666666664,3224,0,0.3124104474952408,0.7620752332649966
Lotto,Erkek,Üst Giyim,Sweatshirt,Basic,FW24,928.215,0.1975,49.25,2190,0,0.3286821201897228,0.7884799642897117
Lotto,Erkek,Üst Giyim,Sweatshirt,Basic,FW25,1053.4575,0.2475,45.25,1081,0,0.4074222854598377,0.7537883427865848
Lotto,Erkek,Üst Giyim,Sweatshirt,Line,FW22,1061.3146666666667,0.29,50.111111111111114,1815,0,0.3556635205268882,0.8445099205562394
Lotto,Erkek,Üst Giyim,Sweatshirt,Line,FW23,1157.091,0.17250000000000001,41.75,1397,0,0.2780861010841316,0.8517624667361877
Lotto,Erkek,Üst Giyim,Sweatshirt,Line,FW24,1176.1775999999998,0.22866666666666668,54.333333333333336,2858,0,0.39596144672876016,0.7076906068880954
Lotto,Erkek,Üst Giyim,Sweatshirt,Line,FW25,1186.1805,0.19125,42.25,1452,0,0.31659279572305027,0.7535244569903795
Lotto,Erkek,Üst Giyim,T-shirt,Basic,FW22,936.1726666666667,0.2733333333333333,48.6,4895,0,0.4436648888108773,0.725173537245496
Lotto,Erkek,Üst Giyim,T-shirt,Basic,FW23,903.316,0.21200000000000002,44.5,3120,0,0.4040024032857324,0.7674988032796551
Lotto,Erkek,Üst Giyim,T-shirt,Basic,FW24,990.3133333333334,0.11666666666666665,49.666666666666664,772,0,0.3276339052170624,0.795828101510482
Lotto,Erkek,Üst Giyim,T-shirt,Basic,FW25,888.0799999999999,0.18500000000000003,47.5,3602,0,0.41405081808675565,0.7275177390150736
Lotto,Erkek,Üst Giyim,T-shirt,Line,FW22,1110.8825454545454,0.24727272727272726,47.0,2388,0,0.35339277552637016,0.7539070093437343
Lotto,Erkek,Üst Giyim,T-shirt,Line,FW23,1160.4525,0.2125,47.625,1628,0,0.39263868375611094,0.7498021313959251
Lotto,Erkek,Üst Giyim,T-shirt,Line,FW24,1131.328,0.20111111111111113,53.22222222222222,1780,0,0.37423664086472375,0.8103633664699472
Lotto,Erkek,Üst Giyim,T-shirt,Line,FW25,1118.2889999999998,0.18916666666666668,47.25,2307,0,0.3076821672504563,0.8034672168518125
Lotto,Kadın,Alt Giyim,Eşofman,Basic,FW22,913.24375,0.1975,45.8125,3334,0,0.3178225083841269,0.7639131223331374
Lotto,Kadın,Alt Giyim,Eşofman,Basic,FW23,907.835,0.2725,47.416666666666664,2757,0,0.40149804087905805,0.80884104360697
Lotto,Kadın,Alt Giyim,Eşofman,Basic,FW24,941.3416666666667,0.26666666666666666,44.0,1385,0,0.33326123339467295,0.7726659957706368
Lotto,Kadın,Alt Giyim,Eşofman,Basic,FW25,963.2966666666666,0.14500000000000002,41.166666666666664,1130,0,0.32981757683790014,0.7864172444836974
Lotto,Kadın,Alt Giyim,Eşofman,Line,FW22,1165.637,0.21416666666666664,52.083333333333336,1620,0,0.3022438710325323,0.8836726045149269
Lotto,Kadın,Alt Giyim,Eşofman,Line,FW23,1180.075,0.2275,48.916666666666664,1690,0,0.371179953279673,0.8670230525895174
Lotto,Kadın,Alt Giyim,Eşofman,Line,FW24,1177.3094999999998,0.19125,46.375,1040,0,0.45,0.7350209381536201
Lotto,Kadın,Alt Giyim,Eşofman,Line,FW25,1176.0059999999999,0.23249999999999998,55.125,1245,0,0.2966233542872863,0.8414866208939588
Lotto,Kadın,Alt Giyim,Tayt,Basic,FW22,925.981,0.203,54.5,2395,0,0.3512109728336379,0.8405698277245797
Lotto,Kadın,Alt Giyim,Tayt,Basic,FW23,876.4658333333333,0.255,54.166666666666664,3467,0,0.4206110277707714,0.7425868355623692
Lotto,Kadın,Alt Giyim,Tayt,Basic,FW24,1042.223,0.21400000000000002,50.6,2592,0,0.3460179304377142,0.840938882187743
Lotto,Kadın,Alt Giyim,Tayt,Basic,FW25,977.94125,0.25625,42.0,2098,0,0.3726185898124867,0.8768965959206276
Lotto,Kadın,Alt Giyim,Tayt,Line,FW22,1225.1832000000002,0.23600000000000004,47.7,1596,0,0.296880323592656,0.7438727596877793
Lotto,Kadın,Alt Giyim,Tayt,Line,FW23,1225.167,0.2675,50.75,1411,0,0.3714153548603824,0.7541248589492868
Lotto,Kadın,Alt Giyim,Tayt,Line,FW24,1100.469,0.26666666666666666,48.5,2100,0,0.34064278674977255,0.8508830733421752
Lotto,Kadın,Alt Giyim,Tayt,Line,FW25,1171.9464,0.23500000000000001,54.2,1721,0,0.3992864997839931,0.8135747655412825
Lotto,Kadın,Üst Giyim,Mont,Basic,FW22,975.933,0.21600000000000003,50.9,1919,0,0.40936930257823756,0.8275738137619763
Lotto,Kadın,Üst Giyim,Mont,Basic,FW23,876.695,0.23916666666666667,48.666666666666664,2250,0,0.45,0.8170294608200249
Lotto,Kadın,Üst Giyim,Mont,Basic,FW24,1001.1300000000001,0.22571428571428573,42.714285714285715,1281,0,0.3789816586606788,0.8195347960464072
Lotto,Kadın,Üst Giyim,Mont,Basic,FW25,929.0336363636362,0.22272727272727275,49.54545454545455,2122,0,0.3662898158291083,0.7336763935844459
Lotto,Kadın,Üst Giyim,Mont,Line,FW22,1046.7192,0.138,53.0,580,0,0.3597192150788668,0.8523658853310725
Lotto,Kadın,Üst Giyim,Mont,Line,FW23,1100.77575,0.18937500000000002,51.1875,1882,0,0.33234168535946557,0.8584794996213887
Lotto,Kadın,Üst Giyim,Mont,Line,FW24,1091.1229999999998,0.24666666666666667,48.416666666666664,1598,0,0.36692419217308453,0.7885304627965987
Lotto,Kadın,Üst Giyim,Mont,Line,FW25,1238.7377142857144,0.21,54.285714285714285,886,0,0.33522992949304853,0.7978261525093069
Lotto,Kadın,Üst Giyim,Polar,Basic,FW22,947.7041666666668,0.22333333333333336,51.833333333333336,2863,0,0.3584230488134807,0.723444624872214
Lotto,Kadın,Üst Giyim,Polar,Basic,FW23,1001.069090909091,0.2809090909090909,46.0,2724,0,0.41587987678039795,0.8257127378008918
Lotto,Kadın,Üst Giyim,Polar,Basic,FW24,875.847,0.25,50.1,2525,0,0.2996728717360179,0.8286028720857073
Lotto,Kadın,Üst Giyim,Polar,Basic,FW25,953.2300000000001,0.25285714285714284,45.0,1736,0,0.40699392805645224,0.7968904491500345
Lotto,Kadın,Üst Giyim,Polar,Line,FW22,1132.2546666666667,0.2488888888888889,51.888888888888886,1362,0,0.41585575336699326,0.8562176679935252
Lotto,Kadın,Üst Giyim,Polar,Line,FW23,1121.489,0.23416666666666666,47.583333333333336,1934,0,0.34409657365044605,0.783296138451003
Lotto,Kadın,Üst Giyim,Polar,Line,FW24,1227.3066666666666,0.22999999999999998,44.888888888888886,1297,0,0.25,0.82823029629468
Lotto,Kadın,Üst Giyim,Polar,Line,FW25,1093.2695999999999,0.251,48.0,1570,0,0.31960890064527836,0.7490167830653942
Lotto,Kadın,Üst Giyim,Sweatshirt,Basic,FW22,950.8988888888889,0.2233333333333333,47.888888888888886,2519,0,0.4148497273280555,0.7988223924562882
Lotto,Kadın,Üst Giyim,Sweatshirt,Basic,FW23,929.3714285714285,0.2557142857142857,49.142857142857146,2103,0,0.3488565968850559,0.7912822871048583
Lotto,Kadın,Üst Giyim,Sweatshirt,Basic,FW24,946.2046153846154,0.21230769230769228,48.07692307692308,3793,0,0.30003488838525444,0.8112653961020472
Lotto,Kadın,Üst Giyim,Sweatshirt,Basic,FW25,929.1190909090909,0.22636363636363638,43.45454545454545,3074,0,0.3247612539385891,0.7815236535583321
Lotto,Kadın,Üst Giyim,Sweatshirt,Line,FW22,938.3729999999999,0.16125,51.75,1419,0,0.3920310013252276,0.7934263702164166
Lotto,Kadın,Üst Giyim,Sweatshirt,Line,FW23,1074.1979999999999,0.235,50.75,1511,0,0.37733667841006896,0.8413023585720754
Lotto,Kadın,Üst Giyim,Sweatshirt,Line,FW24,1186.476,0.2714285714285714,47.57142857142857,1344,0,0.33805339504151527,0.7781617881380891
Lotto,Kadın,Üst Giyim,Sweatshirt,Line,FW25,1145.555294117647,0.27,49.588235294117645,3413,0,0.3316587794092656,0.7196711449630661
Lotto,Kadın,Üst Giyim,T-shirt,Basic,FW22,960.2255555555554,0.2733333333333333,54.111111111111114,2916,0,0.3304120925478089,0.8874791952102711
